,0,1,2,3
5713,18687,,,
5714,1601,,,
5715,50015,50059.0,,
5716,44533,,,
5717,10812,,,
5718,4930,,,
5719,21237,,,
5720,3455,,,
5721,9681,,,
5722,30896,,,
5723,3007,,,
5724,3918,,,
5725,55373,,,
5726,32482,,,
5727,33470,,,
5728,9805,,,
5729,24592,,,
5730,50766,,,
5731,4664,,,
5732,16152,,,
5733,25694,,,
5734,3310,,,
5735,2994,,,
5736,57827,,,
5737,19770,,,
5738,2562,,,
5739,1174,,,
5740,6743,,,
5741,31682,,,
5742,52978,,,
5743,6823,,,
5744,28688,,,
5745,50704,,,
5746,2038,,,
5747,2742,,,
5748,38794,,,
5749,1175,,,
5750,25190,,,
5751,6202,,,
5752,20513,,,
5753,7732,,,
5754,52824,,,
5755,1180,,,
5756,22808,,,
5757,15612,,,
5758,30981,,,
5759,13296,,,
5760,1182,,,
5761,27880,,,
5762,10300,,,
5763,10881,,,
5764,20432,,,
5765,29737,,,
5766,45647,,,
5767,3562,,,
5768,14757,,,
5769,24871,,,
5770,38939,,,
5771,45759,,,
5772,21174,,,
5773,14656,,,
5774,1185,,,
5775,42944,,,
5776,2053,,,
5777,27276,,,
5778,3896,,,
5779,32813,,,
5780,38276,,,
5781,1190,,,
5782,1192,,,
5783,43183,43184.0,,
5784,41304,,,
5785,7863,,,
5786,3583,,,
5787,1193,,,
5788,26119,,,
5789,32920,,,
5790,54370,,,
5791,1198,,,
5792,3284,,,
5793,17103,,,
5794,6285,,,
5795,2827,,,
5796,1199,,,
5797,19071,,,
5798,1200,,,
5799,39631,,,
5800,1922,,,
5801,1240,,,
5802,1201,,,
5803,1203,,,
5804,1205,,,
5805,20375,,,
5806,1317,,,
5807,40198,,,
5808,7315,,,
5809,1207,,,
5810,48561,48594.0,,
5811,5067,,,
5812,30015,,,
5813,1210,,,
5814,28612,,,
5815,13754,,,
5816,22414,,,
5817,59711,,,
5818,1422,57297.0,,
5819,20271,,,
5820,27282,,,
5821,27072,,,
5822,14295,,,
5823,39627,,,
5824,1212,,,
5825,1590,,,
5826,16375,,,
5827,34438,,,
5828,10188,,,
5829,55104,,,
5830,43520,,,
5831,1213,,,
5832,54995,,,
5833,7747,,,
5834,9240,,,
5835,14855,,,
5836,14269,,,
5837,1214,,,
5838,1689,,,
5839,15117,,,
5840,13054,,,
5841,17929,,,
5842,19642,,,
5843,6431,,,
5844,1216,,,
5845,25146,,,
5846,19708,,,
5847,46155,,,
5848,1220,,,
5849,5443,,,
5850,51095,,,
5851,51088,,,
5852,1223,,,
5853,4151,,,
5854,1224,,,
5855,4534,,,
5856,47965,,,
5857,8928,,,
5858,53840,,,
5859,1225,,,
5860,2598,,,
5861,41619,,,
5862,7027,,,
5863,13249,,,
5864,32856,,,
5865,46658,,,
5866,27818,,,
5867,55709,,,
5868,1416,,,
5869,12071,,,
5870,4434,,,
5871,4242,,,
5872,40875,,,
5873,1239,,,
5874,30353,,,
5875,1411,,,
5876,21430,,,
5877,1243,,,
5878,23105,,,
5879,11955,,,
5880,5395,,,
5881,53169,,,
5882,30900,,,
5883,41987,,,
5884,1245,,,
5885,29784,,,
5886,4728,,,
5887,5858,,,
5888,11877,,,
5889,57065,,,
5890,2358,,,
5891,10798,,,
5892,1246,,,
5893,9088,,,
5894,15401,,,
5895,1885,,,
5896,34344,,,
5897,2680,,,
5898,22801,,,
5899,1248,,,
5900,48131,,,
5901,16019,,,
5902,1249,,,
5903,33009,,,
5904,2697,,,
5905,26160,,,
5906,32252,,,
5907,1251,,,
5908,1990,,,
5909,32348,,,
5910,41177,,,
5911,4283,,,
5912,28014,,,
5913,1252,,,
5914,21564,,,
5915,7489,,,
5916,1482,,,
5917,3573,,,
5918,23574,,,
5919,23875,,,
5920,24140,,,
5921,41101,,,
5922,39914,,,
5923,2910,,,
5924,1253,1329.0,,
5925,4455,,,
5926,16311,,,
5927,11584,,,
5928,1254,,,
5929,29180,,,
5930,10745,,,
5931,27219,,,
5932,38237,,,
5933,37672,,,
5934,5601,,,
5935,1564,1644.0,,
5936,33293,,,
5937,1255,,,
5938,12465,,,
5939,31645,,,
5940,1256,,,
5941,30036,,,
5942,47129,,,
5943,29712,,,
5944,37778,,,
5945,1257,,,
5946,27007,,,
5947,15782,,,
5948,1431,,,
5949,45117,,,
5950,38675,,,
5951,11878,,,
5952,22852,,,
5953,1258,,,
5954,4671,,,
5955,16489,,,
5956,20224,,,
5957,2797,,,
5958,47463,,,
5959,1263,,,
5960,25428,,,
5961,31186,31363.0,,
5962,48473,,,
5963,24361,,,
5964,32010,,,
5965,35948,,,
5966,11356,,,
5967,1598,1681.0,,
5968,1265,,,
5969,29607,,,
5970,54953,,,
5971,46306,,,
5972,41190,,,
5973,21087,,,
5974,7373,,,
5975,15004,,,
5976,1268,,,
5977,5700,,,
5978,46821,,,
5979,15644,,,
5980,28229,,,
5981,1269,,,
5982,35126,,,
5983,6171,,,
5984,1705,,,
5985,3409,,,
5986,4393,,,
5987,21506,,,
5988,28163,,,
5989,22462,,,
5990,52306,,,
5991,1273,,,
5992,23249,,,
5993,41270,,,
5994,15134,,,
5995,23385,,,
5996,39343,39344.0,,
5997,1276,,,
5998,27776,,,
5999,53931,,,
6000,14505,,,
6001,6388,,,
6002,22513,,,
6003,14343,,,
6004,1362,,,
6005,39264,,,
6006,1279,,,
6007,46513,,,
6008,11013,,,
6009,26261,,,
6010,9078,,,
6011,1696,,,
6012,7122,,,
6013,44087,,,
6014,1548,,,
6015,31413,,,
6016,15016,,,
6017,12038,,,
6018,1468,,,
6019,14506,,,
6020,1285,,,
6021,1287,,,
6022,51178,,,
6023,9940,,,
6024,5836,,,
6025,33494,,,
6026,23003,,,
6027,1291,,,
6028,13341,,,
6029,16890,,,
6030,1295,,,
6031,6026,,,
6032,35294,,,
6033,31823,,,
6034,13896,,,
6035,5693,,,
6036,22622,,,
6037,27944,,,
6038,10838,,,
6039,39173,39174.0,,
6040,9214,,,
6041,1296,,,
6042,17974,,,
6043,51488,,,
6044,8705,,,
6045,1297,,,
6046,19096,,,
6047,1298,,,
6048,27936,,,
6049,39769,,,
6050,32354,,,
6051,42451,,,
6052,5061,,,
6053,20777,,,
6054,22051,,,
6055,30698,,,
6056,12785,,,
6057,27590,,,
6058,29496,,,
6059,3683,,,
6060,51189,,,
6061,32033,,,
6062,40731,,,
6063,22026,,,
6064,26933,,,
6065,1427,,,
6066,12381,,,
6067,5650,,,
6068,35282,,,
6069,12795,,,
6070,1324,,,
6071,8193,,,
6072,14936,,,
6073,1662,,,
6074,16245,,,
6075,6441,,,
6076,47581,,,
6077,42848,,,
6078,52613,,,
6079,51822,,,
6080,36348,,,
6081,29160,,,
6082,14862,,,
6083,20556,,,
6084,24242,,,
6085,2463,,,
6086,55206,,,
6087,41497,,,
6088,5475,,,
6089,59985,,,
6090,7285,,,
6091,17806,,,
6092,13582,,,
6093,54947,,,
6094,22545,,,
6095,1309,,,
6096,8002,,,
6097,10056,,,
6098,18826,,,
6099,1311,,,
6100,56544,,,
6101,41654,,,
6102,5257,,,
6103,3988,,,
6104,41347,,,
6105,1312,,,
6106,4267,,,
6107,32327,,,
6108,1909,,,
6109,37506,,,
6110,1314,,,
6111,22287,,,
6112,1315,,,
6113,1318,,,
6114,13789,,,
6115,10011,,,
6116,1541,,,
6117,33041,,,
6118,15693,,,
6119,23790,,,
6120,30014,,,
6121,6192,,,
6122,26029,,,
6123,1319,,,
6124,15206,,,
6125,4108,,,
6126,30797,,,
6127,5834,,,
6128,1320,,,
6129,50211,,,
6130,1523,,,
6131,1321,,,
6132,23075,,,
6133,3069,,,
6134,17780,,,
6135,27640,,,
6136,1322,,,
6137,59792,,,
6138,20419,,,
6139,48936,48960.0,,
6140,48895,,,
6141,2427,,,
6142,9155,,,
6143,6172,,,
6144,1323,,,
6145,5634,,,
6146,3371,,,
6147,5876,,,
6148,29218,,,
6149,17873,,,
6150,2052,,,
6151,35985,,,
6152,2047,,,
6153,22161,,,
6154,44838,,,
6155,4974,,,
6156,2563,,,
6157,59481,,,
6158,7755,,,
6159,2840,,,
6160,1330,,,
6161,1337,,,
6162,45968,,,
6163,1331,,,
6164,46001,,,
6165,3627,,,
6166,1333,,,
6167,40814,58967.0,,
6168,35066,,,
6169,2095,,,
6170,1844,,,
6171,59892,,,
6172,36188,,,
6173,2481,,,
6174,26965,,,
6175,12788,,,
6176,1334,,,
6177,2178,,,
6178,21461,,,
6179,1335,,,
6180,25860,,,
6181,22092,,,
6182,1336,,,
6183,42834,,,
6184,32696,,,
6185,52150,,,
6186,35313,,,
6187,7297,,,
6188,1342,,,
6189,38916,,,
6190,13699,,,
6191,1343,,,
6192,7842,,,
6193,33574,,,
6194,31732,,,
6195,8358,,,
6196,1345,,,
6197,60077,,,
6198,29172,,,
6199,13830,,,
6200,1347,,,
6201,4811,,,
6202,32744,,,
6203,50547,,,
6204,10245,,,
6205,1348,,,
6206,4391,,,
6207,24119,,,
6208,45858,,,
6209,1349,,,
6210,19222,,,
6211,9190,,,
6212,27281,,,
6213,1350,,,
6214,1351,,,
6215,1352,,,
6216,1355,,,
6217,37741,,,
6218,1356,,,
6219,20980,,,
6220,1358,,,
6221,11598,,,
6222,23608,,,
6223,1364,,,
6224,29167,,,
6225,14444,,,
6226,2698,,,
6227,1365,,,
6228,8621,,,
6229,29943,,,
6230,2529,,,
6231,5011,,,
6232,38664,,,
6233,23399,,,
6234,1368,,,
6235,6686,,,
6236,28855,,,
6237,1959,,,
6238,8208,,,
6239,22076,,,
6240,1369,,,
6241,42748,,,
6242,29181,,,
6243,5896,,,
6244,54108,,,
6245,6328,,,
6246,45525,,,
6247,4902,,,
6248,1372,,,
6249,1373,,,
6250,13867,,,
6251,22009,,,
6252,31625,,,
6253,1375,,,
6254,3806,,,
6255,6744,,,
6256,24856,,,
6257,30169,,,
6258,34660,,,
6259,16843,,,
6260,13335,,,
6261,1378,,,
6262,53961,,,
6263,7022,,,
6264,36736,,,
6265,10143,,,
6266,31729,,,
6267,37030,37031.0,,
6268,30921,,,
6269,4182,,,
6270,26176,,,
6271,10902,,,
6272,1780,,,
6273,19499,,,
6274,17433,,,
6275,36827,,,
6276,2347,,,
6277,26545,,,
6278,2273,,,
6279,27928,,,
6280,3534,,,
6281,5070,,,
6282,27849,,,
6283,4844,,,
6284,22692,,,
6285,1392,,,
6286,37004,,,
6287,1386,,,
6288,2058,,,
6289,50734,,,
6290,1387,,,
6291,7100,,,
6292,58391,,,
6293,14378,,,
6294,21677,,,
6295,52975,,,
6296,1388,,,
6297,26372,,,
6298,3761,,,
6299,57762,,,
6300,27634,27635.0,,
6301,55665,,,
6302,3385,,,
6303,21258,,,
6304,51543,,,
6305,11863,,,
6306,1389,,,
6307,26304,,,
6308,12343,,,
6309,56403,,,
6310,5300,,,
6311,25957,,,
6312,3051,,,
6313,35653,,,
6314,35016,,,
6315,25728,,,
6316,19101,,,
6317,1390,,,
6318,6315,,,
6319,7462,,,
6320,8012,,,
6321,14768,,,
6322,56033,,,
6323,1393,,,
6324,1396,,,
6325,14182,,,
6326,1616,,,
6327,7160,,,
6328,1686,,,
6329,31751,,,
6330,6952,,,
6331,1398,,,
6332,1401,,,
6333,22609,,,
6334,35983,,,
6335,3513,,,
6336,58276,,,
6337,3539,,,
6338,24558,,,
6339,1402,,,
6340,42277,,,
6341,3140,,,
6342,7901,,,
6343,8499,,,
6344,4405,,,
6345,37635,,,
6346,1407,,,
6347,6142,,,
6348,4246,,,
6349,18777,,,
6350,35339,,,
6351,23348,,,
6352,59060,,,
6353,10195,,,
6354,41361,,,
6355,1408,,,
6356,28898,,,
6357,13342,,,
6358,39689,,,
6359,37073,,,
6360,1410,,,
6361,31291,,,
6362,52184,,,
6363,1435,,,
6364,1742,,,
6365,27695,,,
6366,13674,,,
6367,10672,,,
6368,1412,,,
6369,55648,,,
6370,9316,,,
6371,38598,,,
6372,2630,,,
6373,6842,,,
6374,38533,,,
6375,5553,,,
6376,1456,,,
6377,2477,,,
6378,16770,,,
6379,16855,,,
6380,23438,,,
6381,1413,,,
6382,27729,,,
6383,1420,,,
6384,22445,,,
6385,26063,,,
6386,25618,,,
6387,3087,,,
6388,6062,,,
6389,7633,,,
6390,14989,,,
6391,34201,,,
6392,2550,,,
6393,1421,,,
6394,40835,,,
6395,13608,,,
6396,25961,,,
6397,6065,,,
6398,34326,,,
6399,1897,,,
6400,24239,,,
6401,53280,,,
6402,1772,,,
6403,9366,,,
6404,21082,,,
6405,23045,,,
6406,44879,,,
6407,29760,,,
6408,42080,,,
6409,10753,,,
6410,4523,,,
6411,1423,,,
6412,12198,,,
6413,19548,,,
6414,7777,,,
6415,1424,,,
6416,20543,,,
6417,1425,,,
6418,1426,,,
6419,5334,,,
6420,16993,,,
6421,11109,,,
6422,2268,,,
6423,7736,,,
6424,1927,,,
6425,7226,,,
6426,53513,,,
6427,1429,,,
6428,42684,,,
6429,11978,,,
6430,59243,,,
6431,54751,,,
6432,12327,,,
6433,49078,,,
6434,1653,,,
6435,8344,,,
6436,17454,,,
6437,41826,,,
6438,1430,,,
6439,1433,,,
6440,3581,,,
6441,1434,,,
6442,14254,,,
6443,1622,,,
6444,37595,,,
6445,24384,,,
6446,1437,,,
6447,11185,,,
6448,7926,,,
6449,6252,,,
6450,1438,,,
6451,14680,,,
6452,1439,,,
6453,7997,,,
6454,29452,,,
6455,4077,,,
6456,14801,,,
6457,12990,,,
6458,1440,,,
6459,3668,,,
6460,38327,38503.0,,
6461,1441,,,
6462,17790,,,
6463,26772,,,
6464,1442,,,
6465,26644,,,
6466,39576,,,
6467,12422,,,
6468,26582,26583.0,,
6469,37820,,,
6470,24312,,,
6471,3143,,,
6472,10628,,,
6473,1444,,,
6474,21949,,,
6475,9364,,,
6476,2569,,,
6477,20324,,,
6478,12010,,,
6479,1445,,,
6480,48570,,,
6481,1446,,,
6482,58786,,,
6483,1448,,,
6484,47028,,,
6485,1450,,,
6486,2467,,,
6487,42518,,,
6488,6643,,,
6489,45790,,,
6490,1860,,,
6491,2205,,,
6492,2023,,,
6493,21313,,,
6494,42379,,,
6495,1453,,,
6496,31109,,,
6497,52329,,,
6498,3071,,,
6499,1954,,,
6500,24289,,,
6501,25168,,,
6502,13856,,,
6503,38275,38452.0,,
6504,32047,,,
6505,2824,,,
6506,21892,,,
6507,21712,,,
6508,43333,,,
6509,1652,,,
6510,51228,,,
6511,8857,,,
6512,1455,,,
6513,20657,,,
6514,32954,,,
6515,46297,,,
6516,6811,,,
6517,30838,,,
6518,2724,,,
6519,1852,,,
6520,6410,,,
6521,17467,,,
6522,1465,,,
6523,26876,,,
6524,6778,,,
6525,1484,,,
6526,34237,54669.0,,
6527,4061,,,
6528,1466,,,
6529,53841,,,
6530,45815,,,
6531,3759,,,
6532,1805,,,
6533,10736,,,
6534,28111,,,
6535,25178,,,
6536,4072,,,
6537,24092,,,
6538,6503,,,
6539,1469,,,
6540,12530,,,
6541,1470,,,
6542,1471,,,
6543,2739,,,
6544,19720,,,
6545,1472,,,
6546,1473,,,
6547,17474,,,
6548,15540,,,
6549,2434,,,
6550,3287,,,
6551,40928,,,
6552,1474,,,
6553,33721,,,
6554,4081,,,
6555,46697,,,
6556,39318,,,
6557,3764,,,
6558,15318,,,
6559,1480,,,
6560,11526,,,
6561,58438,,,
6562,54550,,,
6563,34057,,,
6564,43288,,,
6565,2364,,,
6566,1483,,,
6567,1485,,,
6568,15983,,,
6569,20065,,,
6570,55589,,,
6571,1488,,,
6572,15674,,,
6573,23112,,,
6574,20428,,,
6575,21440,,,
6576,1945,,,
6577,7580,,,
6578,30354,,,
6579,1490,,,
6580,28802,,,
6581,60014,,,
6582,42974,43124.0,,
6583,1984,,,
6584,1492,,,
6585,2197,,,
6586,6767,,,
6587,40886,,,
6588,1493,,,
6589,24847,,,
6590,18570,,,
6591,1494,,,
6592,14009,,,
6593,25657,53441.0,,
6594,1495,,,
6595,13080,,,
6596,2166,,,
6597,1743,,,
6598,4278,,,
6599,1496,,,
6600,20133,,,
6601,13943,,,
6602,1497,,,
6603,27243,,,
6604,3367,,,
6605,2764,,,
6606,4989,,,
6607,33360,,,
6608,1498,,,
6609,40588,,,
6610,4600,,,
6611,13351,,,
6612,21833,,,
6613,45507,,,
6614,1499,,,
6615,18602,,,
6616,44405,,,
6617,1500,,,
6618,32754,,,
6619,44528,,,
6620,8645,,,
6621,51195,,,
6622,1503,,,
6623,31156,,,
6624,3415,,,
6625,33750,,,
6626,2759,,,
6627,1504,,,
6628,1505,,,
6629,5583,,,
6630,43665,,,
6631,1507,,,
6632,11615,,,
6633,5495,,,
6634,2170,,,
6635,1512,,,
6636,26279,,,
6637,11813,,,
6638,15596,,,
6639,49962,,,
6640,1775,,,
6641,20349,,,
6642,21890,,,
6643,1514,,,
6644,19357,,,
6645,27978,,,
6646,6474,,,
6647,1517,,,
6648,3416,,,
6649,5026,,,
6650,49948,,,
6651,3089,,,
6652,47378,,,
6653,4814,,,
6654,53091,,,
6655,1796,,,
6656,4037,,,
6657,1521,,,
6658,20177,,,
6659,12624,,,
6660,1524,,,
6661,7116,,,
6662,26028,,,
6663,20145,,,
6664,40185,,,
6665,3665,,,
6666,59999,,,
6667,31930,,,
6668,14578,,,
6669,1526,,,
6670,1528,,,
6671,28889,,,
6672,1529,,,
6673,9869,,,
6674,25903,,,
6675,1534,,,
6676,1535,,,
6677,43954,,,
6678,35578,,,
6679,31831,,,
6680,1536,,,
6681,1542,,,
6682,4276,,,
6683,13203,,,
6684,24988,,,
6685,1543,,,
6686,7998,,,
6687,44338,,,
6688,22393,22394.0,,
6689,26367,,,
6690,48485,,,
6691,39304,,,
6692,1544,,,
6693,57076,,,
6694,41996,,,
6695,3892,,,
6696,12806,,,
6697,6506,,,
6698,32480,,,
6699,6692,,,
6700,6664,,,
6701,1545,,,
6702,25867,,,
6703,14686,,,
6704,13966,,,
6705,36981,,,
6706,14614,,,
6707,23137,,,
6708,2955,,,
6709,19727,,,
6710,1549,,,
6711,41262,,,
6712,17386,,,
6713,48565,,,
6714,31515,,,
6715,27547,,,
6716,17009,,,
6717,18675,,,
6718,3120,,,
6719,1550,,,
6720,30091,,,
6721,1554,,,
6722,51223,,,
6723,37746,,,
6724,1558,,,
6725,1819,,,
6726,25123,,,
6727,34188,,,
6728,1560,,,
6729,23339,,,
6730,31791,,,
6731,1561,,,
6732,27809,,,
6733,50605,,,
6734,39379,,,
6735,4864,,,
6736,16742,,,
6737,54711,,,
6738,4483,,,
6739,41473,,,
6740,2261,,,
6741,42158,,,
6742,18945,,,
6743,22768,,,
6744,1562,,,
6745,18886,,,
6746,4802,,,
6747,4977,,,
6748,33011,33183.0,33184.0,
6749,1565,,,
6750,14641,,,
6751,53927,,,
6752,1566,,,
6753,32555,,,
6754,15591,,,
6755,5030,,,
6756,8985,,,
6757,22337,,,
6758,2251,,,
6759,1567,,,
6760,1568,,,
6761,21805,,,
6762,49455,,,
6763,35360,,,
6764,1575,,,
6765,2763,,,
6766,19396,,,
6767,37061,,,
6768,2230,,,
6769,4485,,,
6770,6036,,,
6771,3664,,,
6772,7189,,,
6773,47665,,,
6774,1577,,,
6775,1578,,,
6776,3085,,,
6777,1580,,,
6778,1581,,,
6779,5038,,,
6780,10269,,,
6781,1584,,,
6782,17825,,,
6783,51139,,,
6784,5576,,,
6785,5987,,,
6786,18705,,,
6787,40593,,,
6788,1588,,,
6789,1589,,,
6790,4241,,,
6791,47107,,,
6792,1591,,,
6793,13371,,,
6794,1594,,,
6795,2147,,,
6796,45419,,,
6797,9365,,,
6798,32622,,,
6799,5620,,,
6800,49177,,,
6801,1881,,,
6802,52381,,,
6803,25357,,,
6804,16392,,,
6805,5171,,,
6806,47844,,,
6807,1595,,,
6808,58775,,,
6809,37002,,,
6810,2579,,,
6811,1602,,,
6812,43625,,,
6813,24350,,,
6814,1603,,,
6815,2996,,,
6816,22381,,,
6817,1604,,,
6818,3322,,,
6819,18147,,,
6820,20103,,,
6821,28239,,,
6822,52008,,,
6823,1605,,,
6824,36435,,,
6825,1607,,,
6826,12153,,,
6827,39319,,,
6828,1608,,,
6829,13262,,,
6830,19139,,,
6831,45905,,,
6832,1792,,,
6833,3428,,,
6834,1609,,,
6835,19083,,,
6836,23338,,,
6837,36923,,,
6838,2950,,,
6839,1610,,,
6840,7255,,,
6841,37244,,,
6842,36662,,,
6843,36206,,,
6844,1670,,,
6845,1730,,,
6846,19249,,,
6847,4980,,,
6848,21049,,,
6849,9049,,,
6850,30193,,,
6851,8638,,,
6852,59069,,,
6853,38915,,,
6854,1611,,,
6855,3635,,,
6856,13555,,,
6857,1613,,,
6858,39326,,,
6859,1615,,,
6860,2203,,,
6861,17154,,,
6862,16360,,,
6863,25813,,,
6864,2835,,,
6865,1771,,,
6866,23553,,,
6867,4691,,,
6868,21039,,,
6869,41102,,,
6870,1618,,,
6871,8481,,,
6872,3812,,,
6873,7539,,,
6874,1620,,,
6875,3412,,,
6876,20634,,,
6877,2393,,,
6878,31866,,,
6879,31307,,,
6880,58303,,,
6881,1623,,,
6882,1624,,,
6883,6050,,,
6884,6792,,,
6885,1767,,,
6886,28058,,,
6887,28349,,,
6888,18071,,,
6889,10996,,,
6890,17162,,,
6891,3149,,,
6892,17691,,,
6893,9348,,,
6894,20747,,,
6895,29483,,,
6896,34927,,,
6897,1625,,,
6898,18775,,,
6899,4477,,,
6900,21110,,,
6901,25184,,,
6902,1626,,,
6903,37117,,,
6904,13526,,,
6905,27484,,,
6906,58843,,,
6907,54128,,,
6908,43369,,,
6909,3835,3968.0,,
6910,22975,,,
6911,1628,,,
6912,1632,,,
6913,57061,,,
6914,2663,,,
6915,2224,,,
6916,27290,,,
6917,13306,,,
6918,2934,,,
6919,1798,,,
6920,1634,,,
6921,9221,,,
6922,17122,,,
6923,1635,,,
6924,28432,,,
6925,8008,,,
6926,1636,,,
6927,45501,,,
6928,1637,,,
6929,41972,,,
6930,21253,,,
6931,6788,,,
6932,1797,,,
6933,1638,,,
6934,14216,,,
6935,3572,,,
6936,53213,,,
6937,36762,,,
6938,29655,,,
6939,55332,,,
6940,1639,,,
6941,56757,,,
6942,8472,,,
6943,20072,,,
6944,41685,,,
6945,2460,,,
6946,1645,,,
6947,6880,,,
6948,32633,,,
6949,24743,,,
6950,33310,,,
6951,5704,,,
6952,45333,,,
6953,31445,,,
6954,58868,,,
6955,35637,,,
6956,1646,,,
6957,35269,,,
6958,7922,,,
6959,1648,,,
6960,20863,,,
6961,57757,,,
6962,5113,,,
6963,3995,,,
6964,1649,,,
6965,6499,,,
6966,1651,,,
6967,4594,,,
6968,1655,,,
6969,10412,,,
6970,2078,,,
6971,8328,,,
6972,34004,,,
6973,1656,,,
6974,5533,,,
6975,25849,,,
6976,2746,,,
6977,7893,,,
6978,1665,,,
6979,1667,,,
6980,6706,,,
6981,1676,,,
6982,8565,,,
6983,4069,,,
6984,21953,,,
6985,24100,,,
6986,43486,,,
6987,23330,,,
6988,14354,,,
6989,1679,,,
6990,25699,,,
6991,28153,,,
6992,1680,,,
6993,52129,,,
6994,5518,,,
6995,32224,,,
6996,1683,,,
6997,59108,,,
6998,14363,,,
6999,1684,,,
7000,3798,,,
7001,39815,,,
7002,1685,,,
7003,7393,,,
7004,40876,,,
7005,7134,,,
7006,58508,,,
7007,1688,,,
7008,31119,,,
7009,1981,,,
7010,13017,,,
7011,1693,,,
7012,3417,,,
7013,5146,,,
7014,40146,,,
7015,1695,,,
7016,14721,,,
7017,2586,,,
7018,1697,,,
7019,6366,,,
7020,12627,,,
7021,2244,,,
7022,1699,,,
7023,4614,,,
7024,23936,,,
7025,15873,,,
7026,57887,,,
7027,37456,,,
7028,1842,,,
7029,15009,,,
7030,23166,,,
7031,1700,,,
7032,13901,,,
7033,37279,,,
7034,1702,,,
7035,47623,,,
7036,3565,,,
7037,31126,,,
7038,1703,,,
7039,1708,,,
7040,2931,,,
7041,49641,,,
7042,37032,,,
7043,12005,,,
7044,4100,,,
7045,52573,,,
7046,4797,,,
7047,6442,,,
7048,37711,,,
7049,15361,,,
7050,15047,,,
7051,1709,,,
7052,13782,,,
7053,52159,,,
7054,5884,,,
7055,6119,57644.0,,
7056,29225,,,
7057,1710,,,
7058,30517,,,
7059,6337,,,
7060,48214,,,
7061,2877,,,
7062,4365,,,
7063,28912,,,
7064,40625,,,
7065,6695,,,
7066,20106,,,
7067,1785,,,
7068,55269,,,
7069,4918,,,
7070,4467,,,
7071,22114,,,
7072,51633,,,
7073,4154,,,
7074,2185,,,
7075,3941,,,
7076,2747,,,
7077,42721,,,
7078,12823,,,
7079,8843,,,
7080,10943,,,
7081,16226,,,
7082,55035,,,
7083,30341,,,
7084,1872,1967.0,,
7085,46674,,,
7086,33178,,,
7087,30902,,,
7088,45791,45792.0,,
7089,32545,,,
7090,15485,,,
7091,6756,,,
7092,19723,,,
7093,15121,,,
7094,3875,,,
7095,29054,,,
7096,30009,,,
7097,22171,,,
7098,1725,,,
7099,4769,,,
7100,22204,,,
7101,50157,,,
7102,1731,,,
7103,47151,47236.0,,
7104,18481,,,
7105,25799,,,
7106,12803,,,
7107,58420,,,
7108,11433,,,
7109,17695,,,
7110,1734,,,
7111,9099,,,
7112,1736,,,
7113,45971,,,
7114,8031,,,
7115,27111,,,
7116,5239,,,
7117,23683,,,
7118,38146,,,
7119,26975,,,
7120,1737,,,
7121,37391,,,
7122,8697,,,
7123,39955,58940.0,,
7124,1739,,,
7125,28651,,,
7126,1741,,,
7127,1898,,,
7128,9531,,,
7129,1744,,,
7130,50934,,,
7131,14585,,,
7132,39960,,,
7133,27833,,,
7134,3006,,,
7135,9259,,,
7136,31324,,,
7137,1745,,,
7138,1747,,,
7139,19457,,,
7140,23142,,,
7141,5543,,,
7142,19044,,,
7143,15574,,,
7144,1750,,,
7145,1751,,,
7146,24307,,,
7147,23094,,,
7148,4576,,,
7149,30589,,,
7150,1759,,,
7151,4115,,,
7152,43597,43598.0,,
7153,1765,,,
7154,1766,,,
7155,8445,,,
7156,1770,,,
7157,20872,,,
7158,1778,,,
7159,24948,,,
7160,6027,,,
7161,31107,,,
7162,45586,45693.0,,
7163,41878,,,
7164,9698,,,
7165,33644,,,
7166,1781,,,
7167,42353,,,
7168,1784,,,
7169,11596,,,
7170,5170,,,
7171,18485,58158.0,,
7172,49036,,,
7173,13295,,,
7174,1783,,,
7175,3389,,,
7176,12154,,,
7177,27643,,,
7178,1787,,,
7179,27572,,,
7180,13684,,,
7181,1788,,,
7182,54974,,,
7183,41532,41700.0,,
7184,1790,,,
7185,26249,26418.0,,
7186,11129,,,
7187,32527,,,
7188,3037,,,
7189,22447,,,
7190,52941,,,
7191,2146,,,
7192,1791,,,
7193,23559,,,
7194,19733,,,
7195,55778,,,
7196,9035,,,
7197,2201,,,
7198,32296,,,
7199,1793,,,
7200,29085,,,
7201,30604,,,
7202,59238,,,
7203,1794,,,
7204,5308,,,
7205,1795,,,
7206,1800,,,
7207,3093,,,
7208,21494,,,
7209,58277,,,
7210,5366,,,
7211,17585,,,
7212,14105,,,
7213,23318,,,
7214,3830,,,
7215,3519,,,
7216,17867,,,
7217,44329,,,
7218,1801,,,
7219,14805,,,
7220,21919,,,
7221,1804,,,
7222,7398,,,
7223,17829,,,
7224,26811,,,
7225,51984,,,
7226,1806,,,
7227,4715,,,
7228,5643,,,
7229,35783,,,
7230,12568,,,
7231,1807,,,
7232,54944,,,
7233,3200,,,
7234,3547,,,
7235,31226,,,
7236,1808,,,
7237,26363,,,
7238,12380,,,
7239,30400,,,
7240,3927,,,
7241,2795,,,
7242,40757,,,
7243,1809,,,
7244,46935,,,
7245,2231,,,
7246,46742,,,
7247,35241,,,
7248,1817,,,
7249,1818,,,
7250,32329,,,
7251,2062,,,
