,0,1,2,3
21427,22956,,,
21428,11690,,,
21429,51758,,,
21430,11691,,,
21431,32460,,,
21432,11693,,,
21433,11695,,,
21434,20451,,,
21435,11696,,,
21436,51346,,,
21437,11697,,,
21438,27698,,,
21439,11698,,,
21440,26238,,,
21441,28169,,,
21442,11699,,,
21443,11700,,,
21444,11708,,,
21445,32677,,,
21446,11710,,,
21447,13940,,,
21448,22391,,,
21449,25244,,,
21450,11712,,,
21451,11714,,,
21452,38937,,,
21453,36278,,,
21454,11715,,,
21455,11716,,,
21456,11718,,,
21457,28392,,,
21458,11719,,,
21459,11720,,,
21460,11721,,,
21461,11722,,,
21462,11727,,,
21463,33086,,,
21464,23735,,,
21465,11729,,,
21466,31948,,,
21467,11730,,,
21468,23865,,,
21469,11731,,,
21470,11732,,,
21471,12297,,,
21472,11733,,,
21473,11736,,,
21474,27354,,,
21475,42185,,,
21476,11737,,,
21477,11740,,,
21478,11743,,,
21479,14006,,,
21480,12487,,,
21481,11744,,,
21482,11746,,,
21483,11747,,,
21484,11748,,,
21485,13004,,,
21486,11750,,,
21487,17952,,,
21488,21293,,,
21489,11751,,,
21490,19735,,,
21491,32584,,,
21492,29115,,,
21493,47925,,,
21494,11752,,,
21495,31149,,,
21496,40518,,,
21497,11753,,,
21498,47817,,,
21499,11755,,,
21500,11759,,,
21501,13655,,,
21502,11761,,,
21503,24465,,,
21504,35482,,,
21505,11763,,,
21506,17010,,,
21507,24053,58363.0,,
21508,11767,,,
21509,23482,,,
21510,11768,,,
21511,11769,,,
21512,48513,48556.0,,
21513,46543,,,
21514,22681,,,
21515,11770,,,
21516,11771,,,
21517,15605,,,
21518,11773,,,
21519,14620,,,
21520,11776,,,
21521,52779,,,
21522,11777,,,
21523,26663,,,
21524,13779,,,
21525,37415,,,
21526,11779,,,
21527,11781,,,
21528,21075,,,
21529,14633,,,
21530,27546,53699.0,,
21531,11785,,,
21532,11786,,,
21533,41534,,,
21534,40451,59969.0,,
21535,44746,,,
21536,20606,,,
21537,59713,,,
21538,11789,,,
21539,55637,,,
21540,46053,,,
21541,11790,,,
21542,26976,,,
21543,59497,,,
21544,15303,,,
21545,11792,,,
21546,48517,,,
21547,11793,,,
21548,51784,,,
21549,13002,,,
21550,21817,,,
21551,25376,,,
21552,43008,,,
21553,11795,,,
21554,15482,,,
21555,12968,,,
21556,18781,,,
21557,11797,,,
21558,17898,,,
21559,11806,,,
21560,11807,,,
21561,46280,,,
21562,11809,,,
21563,29825,,,
21564,11810,,,
21565,11814,,,
21566,11817,,,
21567,33323,,,
21568,11818,,,
21569,11820,,,
21570,44237,,,
21571,22578,,,
21572,12999,,,
21573,11829,,,
21574,47609,,,
21575,43749,43750.0,,
21576,15163,,,
21577,13344,,,
21578,11831,,,
21579,15385,,,
21580,33655,,,
21581,21831,,,
21582,11832,,,
21583,40273,,,
21584,24858,,,
21585,11841,,,
21586,47560,,,
21587,16791,,,
21588,28515,,,
21589,11844,,,
21590,11846,,,
21591,11847,,,
21592,11849,,,
21593,52431,,,
21594,11853,,,
21595,11861,,,
21596,11865,,,
21597,11869,,,
21598,30356,,,
21599,12825,,,
21600,29075,,,
21601,11870,,,
21602,48655,,,
21603,15096,,,
21604,11871,,,
21605,51204,,,
21606,40397,,,
21607,11872,,,
21608,11873,,,
21609,11876,,,
21610,53849,,,
21611,11880,,,
21612,14488,,,
21613,23445,23446.0,,
21614,11883,,,
21615,27538,,,
21616,22978,,,
21617,11885,,,
21618,11886,,,
21619,17198,,,
21620,11887,,,
21621,45483,,,
21622,14744,,,
21623,11889,,,
21624,29248,,,
21625,49110,,,
21626,27103,,,
21627,11890,,,
21628,11892,,,
21629,11893,,,
21630,11894,,,
21631,32807,,,
21632,11895,,,
21633,11901,,,
21634,24458,,,
21635,27662,,,
21636,27539,,,
21637,21962,,,
21638,11902,,,
21639,11905,,,
21640,32654,,,
21641,11906,,,
21642,17255,,,
21643,11908,,,
21644,11912,,,
21645,29265,,,
21646,11913,,,
21647,28995,,,
21648,30372,,,
21649,11914,,,
21650,41458,,,
21651,15718,,,
21652,11916,,,
21653,12405,,,
21654,25749,,,
21655,12834,,,
21656,46976,,,
21657,11917,,,
21658,42191,,,
21659,11921,,,
21660,11922,,,
21661,18989,,,
21662,11931,,,
21663,54639,59890.0,,
21664,40114,,,
21665,17443,,,
21666,11939,,,
21667,11940,,,
21668,11942,,,
21669,43228,,,
21670,11943,,,
21671,26092,,,
21672,46113,,,
21673,11944,,,
21674,11945,,,
21675,12943,,,
21676,23966,,,
21677,38086,,,
21678,11947,,,
21679,11948,,,
21680,54380,,,
21681,14038,,,
21682,26066,,,
21683,11949,,,
21684,23197,,,
21685,11954,,,
21686,55460,,,
21687,15991,,,
21688,11956,,,
21689,23703,,,
21690,11957,,,
21691,59897,,,
21692,53747,,,
21693,11959,,,
21694,11960,,,
21695,40807,,,
21696,11961,,,
21697,11962,,,
21698,12649,,,
21699,11965,,,
21700,11966,,,
21701,22160,,,
21702,51097,,,
21703,15525,,,
21704,15523,,,
21705,11969,,,
21706,11970,,,
21707,11971,,,
21708,16858,,,
21709,12012,,,
21710,11972,,,
21711,11973,,,
21712,11976,,,
21713,26302,,,
21714,17225,,,
21715,33885,,,
21716,11977,,,
21717,28464,,,
21718,54049,,,
21719,11982,,,
21720,57977,,,
21721,44146,44147.0,,
21722,40906,,,
21723,11983,,,
21724,42050,,,
21725,11984,,,
21726,12269,,,
21727,11985,,,
21728,31265,,,
21729,41897,,,
21730,11986,,,
21731,11988,,,
21732,15428,,,
21733,26990,,,
21734,11990,,,
21735,16118,,,
21736,16905,,,
21737,54732,,,
21738,11992,,,
21739,50359,,,
21740,12235,,,
21741,24262,,,
21742,35407,,,
21743,11996,,,
21744,11997,,,
21745,11998,,,
21746,25719,,,
21747,35311,,,
21748,11999,,,
21749,34206,,,
21750,12000,,,
21751,28439,,,
21752,12001,,,
21753,30942,,,
21754,56131,,,
21755,54283,,,
21756,47025,47026.0,,
21757,12004,,,
21758,45974,,,
21759,12006,,,
21760,12007,,,
21761,39191,,,
21762,12008,,,
21763,12011,,,
21764,33060,,,
21765,56399,,,
21766,12014,,,
21767,15438,,,
21768,16574,,,
21769,26702,,,
21770,12015,,,
21771,46841,,,
21772,12019,,,
21773,14255,,,
21774,37744,,,
21775,27087,,,
21776,12020,,,
21777,25784,,,
21778,12023,,,
21779,57635,,,
21780,47821,,,
21781,12717,,,
21782,12025,,,
21783,25080,,,
21784,13588,,,
21785,12027,,,
21786,27389,,,
21787,12031,,,
21788,12033,,,
21789,32363,,,
21790,12035,,,
21791,12036,,,
21792,51469,,,
21793,12037,,,
21794,12040,,,
21795,25384,,,
21796,31582,,,
21797,12042,,,
21798,12043,,,
21799,53843,,,
21800,12352,,,
21801,47910,,,
21802,15473,,,
21803,12046,,,
21804,12048,,,
21805,18929,,,
21806,12050,,,
21807,12052,,,
21808,18015,,,
21809,12053,,,
21810,15109,,,
21811,12055,,,
21812,42506,,,
21813,18135,,,
21814,12057,,,
21815,18069,,,
21816,12060,,,
21817,12064,,,
21818,39515,,,
21819,17483,,,
21820,24822,,,
21821,26759,26940.0,,
21822,12065,,,
21823,16030,,,
21824,41917,,,
21825,12066,,,
21826,22210,,,
21827,12067,,,
21828,28418,,,
21829,12068,,,
21830,43501,,,
21831,33619,,,
21832,12069,,,
21833,12074,,,
21834,12075,,,
21835,31499,,,
21836,35077,,,
21837,12076,,,
21838,12077,,,
21839,12079,,,
21840,13604,,,
21841,12080,,,
21842,36503,,,
21843,26902,,,
21844,14676,,,
21845,12081,,,
21846,50939,,,
21847,12084,,,
21848,21535,,,
21849,12085,,,
21850,21470,,,
21851,12086,,,
21852,12087,57839.0,,
21853,22459,,,
21854,12088,,,
21855,21920,,,
21856,12090,,,
21857,21317,,,
21858,16271,,,
21859,12094,,,
21860,39840,,,
21861,39785,,,
21862,25042,,,
21863,14205,,,
21864,12103,,,
21865,12104,,,
21866,21847,,,
21867,12106,,,
21868,27393,,,
21869,51080,,,
21870,12109,,,
21871,55765,,,
21872,44061,,,
21873,35364,,,
21874,12110,,,
21875,17563,,,
21876,23590,,,
21877,15687,,,
21878,12111,,,
21879,17912,,,
21880,12112,,,
21881,15373,,,
21882,12113,,,
21883,12860,,,
21884,18568,,,
21885,12114,,,
21886,12118,,,
21887,42094,,,
21888,14888,,,
21889,42066,,,
21890,12119,,,
21891,46634,,,
21892,17003,,,
21893,12121,,,
21894,24419,,,
21895,58457,,,
21896,12123,,,
21897,12334,,,
21898,12124,,,
21899,12125,,,
21900,12127,,,
21901,54806,,,
21902,28094,,,
21903,12132,,,
21904,42637,,,
21905,12133,,,
21906,12136,,,
21907,16204,,,
21908,12139,,,
21909,24549,,,
21910,12140,,,
21911,13517,,,
21912,12143,,,
21913,12773,,,
21914,12146,,,
21915,12149,,,
21916,30893,,,
21917,12158,,,
21918,55465,,,
21919,53745,,,
21920,12159,,,
21921,31029,,,
21922,40655,,,
21923,35462,,,
21924,15050,,,
21925,12160,,,
21926,13142,,,
21927,23466,,,
21928,50930,,,
21929,12164,,,
21930,12165,,,
21931,46468,,,
21932,12166,,,
21933,32236,,,
21934,15154,,,
21935,12167,,,
21936,33917,,,
21937,12168,,,
21938,12170,,,
21939,12171,,,
21940,12172,,,
21941,34798,,,
21942,12173,,,
21943,18291,,,
21944,12176,,,
21945,16500,,,
21946,12178,,,
21947,42661,,,
21948,13216,,,
21949,12179,,,
21950,12180,,,
21951,12184,,,
21952,15504,,,
21953,12186,,,
21954,19800,,,
21955,29370,,,
21956,12188,,,
21957,19436,,,
21958,12189,,,
21959,21163,,,
21960,12194,,,
21961,57593,,,
21962,24261,,,
21963,37308,,,
21964,12195,,,
21965,13630,,,
21966,19669,,,
21967,21647,,,
21968,22820,,,
21969,12196,,,
21970,57348,,,
21971,54780,,,
21972,43287,,,
21973,13476,,,
21974,12201,,,
21975,15396,,,
21976,40218,,,
21977,18499,,,
21978,23592,,,
21979,12202,,,
21980,48672,,,
21981,34040,,,
21982,15348,,,
21983,12203,,,
21984,42594,,,
21985,12204,,,
21986,12205,,,
21987,12492,,,
21988,23326,,,
21989,27759,,,
21990,29812,,,
21991,12206,,,
21992,27898,,,
21993,12207,,,
21994,12210,,,
21995,48643,,,
21996,35749,,,
21997,12211,,,
21998,45329,,,
21999,12212,,,
22000,19835,,,
22001,12214,,,
22002,19983,,,
22003,55227,,,
22004,35327,,,
22005,14183,,,
22006,12215,,,
22007,12218,,,
22008,12220,,,
22009,24624,,,
22010,31606,,,
22011,12221,,,
22012,12225,,,
22013,25167,,,
22014,12226,,,
22015,12227,,,
22016,54464,,,
22017,12229,,,
22018,54304,,,
22019,16396,,,
22020,52274,,,
22021,46734,,,
22022,12230,,,
22023,12232,,,
22024,12234,,,
22025,13689,,,
22026,56462,,,
22027,36691,,,
22028,12240,,,
22029,12241,,,
22030,47541,,,
22031,42194,,,
22032,38226,,,
22033,12242,,,
22034,12243,,,
22035,16497,,,
22036,12248,,,
22037,57617,,,
22038,12250,,,
22039,16876,,,
22040,58856,,,
22041,52149,,,
22042,49335,,,
22043,46959,,,
22044,12252,,,
22045,42634,,,
22046,12254,,,
22047,12255,,,
22048,21992,,,
22049,14062,,,
22050,12257,,,
22051,12258,,,
22052,21873,,,
22053,49564,,,
22054,12612,,,
22055,12262,,,
22056,12268,,,
22057,12270,,,
22058,45804,,,
22059,12271,,,
22060,29711,,,
22061,23640,,,
22062,28965,,,
22063,15076,,,
22064,24630,,,
22065,15019,,,
22066,12272,,,
22067,12274,,,
22068,25482,,,
22069,12281,,,
22070,12286,,,
22071,43709,,,
22072,12288,,,
22073,12291,,,
22074,22845,,,
22075,50310,,,
22076,40572,,,
22077,13706,,,
22078,12292,,,
22079,12293,,,
22080,12296,,,
22081,12298,,,
22082,12379,,,
22083,57544,,,
22084,12299,,,
22085,26716,,,
22086,41549,,,
22087,24164,,,
22088,25469,,,
22089,57765,,,
22090,12300,,,
22091,12301,,,
22092,46384,,,
22093,12302,,,
22094,12709,,,
22095,56433,60113.0,,
22096,26567,,,
22097,12303,,,
22098,51466,,,
22099,12305,,,
22100,39630,,,
22101,12306,,,
22102,16675,,,
22103,13818,,,
22104,12309,,,
22105,46807,,,
22106,38006,,,
22107,14297,,,
22108,12310,,,
22109,12311,,,
22110,24197,,,
22111,27715,,,
22112,29780,,,
22113,58911,,,
22114,14591,,,
22115,12315,,,
22116,15351,,,
22117,12317,,,
22118,15514,,,
22119,18847,,,
22120,21922,,,
22121,12319,,,
22122,40974,,,
22123,12619,,,
22124,12320,,,
22125,12321,,,
22126,31362,,,
22127,12323,,,
22128,34650,,,
22129,12324,,,
22130,12325,,,
22131,12326,,,
22132,21346,,,
22133,24378,,,
22134,12329,,,
22135,20381,,,
22136,41300,,,
22137,12331,,,
22138,12333,,,
22139,27591,,,
22140,19107,,,
22141,12335,,,
22142,22958,,,
22143,12336,,,
22144,32332,,,
22145,36260,,,
22146,12337,,,
22147,40428,,,
22148,35170,,,
22149,12340,,,
22150,26930,,,
22151,49043,,,
22152,12341,,,
22153,17869,,,
22154,26737,,,
22155,14963,,,
22156,12342,,,
22157,38960,,,
22158,38486,,,
22159,12344,,,
22160,18716,,,
22161,48093,,,
22162,12345,,,
22163,12346,,,
22164,22226,,,
22165,13979,,,
22166,47406,,,
22167,37289,,,
22168,26322,,,
22169,12349,,,
22170,16920,,,
22171,12351,,,
22172,12353,,,
22173,13401,,,
22174,21416,,,
22175,12359,,,
22176,12361,,,
22177,12363,,,
22178,15665,,,
22179,13012,,,
22180,12364,,,
22181,12366,,,
22182,45531,,,
22183,40289,55533.0,,
22184,12367,,,
22185,27847,,,
22186,12370,,,
22187,12374,,,
22188,31532,,,
22189,53628,,,
22190,12375,,,
22191,12376,,,
22192,12377,,,
22193,43308,,,
22194,12378,,,
22195,30005,,,
22196,12382,,,
22197,31401,,,
22198,12383,,,
22199,47598,,,
22200,36812,,,
22201,12384,,,
22202,12391,,,
22203,12393,,,
22204,17918,,,
22205,13467,,,
22206,49102,,,
22207,12394,12548.0,,
22208,12396,,,
22209,38048,,,
22210,14451,,,
22211,20615,20616.0,,
22212,14230,,,
22213,12397,,,
22214,12400,,,
22215,12403,,,
22216,12408,,,
22217,29835,,,
22218,31204,31385.0,,
22219,12411,,,
22220,23441,,,
22221,13073,,,
22222,50331,,,
22223,12412,,,
22224,55126,,,
22225,12418,,,
22226,16983,,,
22227,19435,,,
22228,55777,,,
22229,12421,,,
22230,12424,,,
22231,36225,,,
22232,12425,,,
22233,20663,,,
22234,15980,,,
22235,12426,,,
22236,12430,,,
22237,12435,,,
22238,12438,,,
22239,18475,,,
22240,12440,,,
22241,12442,,,
22242,12444,,,
22243,12449,,,
22244,12451,,,
22245,47734,,,
22246,27780,,,
22247,39869,,,
22248,12452,,,
22249,12453,,,
22250,12454,,,
22251,22347,,,
22252,12456,,,
22253,38677,,,
22254,12461,,,
22255,20183,,,
22256,12463,,,
22257,20882,,,
22258,12466,,,
22259,12467,,,
22260,12470,,,
22261,12472,,,
22262,48816,,,
22263,32267,,,
22264,13196,,,
22265,12473,,,
22266,12476,,,
22267,12477,,,
22268,18112,,,
22269,29671,,,
22270,44001,,,
22271,12481,,,
22272,23666,,,
22273,12483,,,
22274,54089,,,
22275,41846,,,
22276,13530,,,
22277,12484,,,
22278,44753,,,
22279,36014,,,
22280,12485,,,
22281,46139,46140.0,,
22282,33606,,,
22283,12486,,,
22284,20219,,,
22285,28149,,,
22286,12490,,,
22287,27351,,,
22288,19694,,,
22289,22322,,,
22290,35929,35930.0,,
22291,27479,,,
22292,12496,,,
22293,24531,,,
22294,42358,,,
22295,12502,,,
22296,12503,,,
22297,40924,,,
22298,12504,,,
22299,40646,55592.0,,
22300,12507,,,
22301,16186,,,
22302,43319,,,
22303,12510,,,
22304,12511,,,
22305,33098,,,
22306,29301,,,
22307,12513,,,
22308,56423,,,
22309,12515,,,
22310,12516,,,
22311,12517,,,
22312,14468,,,
22313,12520,,,
22314,28734,,,
22315,31710,,,
22316,20247,,,
22317,53719,,,
22318,12522,,,
22319,50014,,,
22320,12523,,,
22321,48465,48466.0,48492.0,
22322,13072,,,
22323,12524,,,
22324,17984,52313.0,,
22325,55699,,,
22326,12963,,,
22327,34745,,,
22328,12525,,,
22329,25425,,,
22330,32211,,,
22331,47192,,,
22332,27879,,,
22333,12528,,,
22334,27002,,,
22335,56453,,,
22336,13137,,,
22337,52522,,,
22338,12533,,,
22339,46236,,,
22340,14763,,,
22341,25038,,,
22342,17059,,,
22343,14179,,,
22344,19319,,,
22345,49077,59407.0,,
22346,12538,,,
22347,12539,,,
22348,17544,,,
22349,25356,,,
22350,20368,,,
22351,45980,,,
22352,39187,,,
22353,12540,,,
22354,57656,,,
22355,15886,,,
22356,12541,,,
22357,19616,,,
22358,20759,,,
22359,48710,,,
22360,12543,,,
22361,52614,,,
22362,15894,,,
22363,40257,,,
22364,19207,,,
22365,12544,,,
22366,12546,,,
22367,12547,,,
22368,29775,,,
22369,12550,,,
22370,49085,57070.0,,
22371,12551,,,
22372,21558,,,
22373,24153,,,
22374,37041,,,
22375,12552,,,
22376,12553,,,
22377,12558,,,
22378,39948,,,
22379,12559,,,
22380,12560,,,
22381,43430,,,
22382,12564,,,
22383,51352,,,
22384,29417,,,
22385,40303,,,
22386,12565,,,
22387,53827,,,
22388,12566,,,
22389,12567,,,
22390,20867,,,
22391,12573,,,
22392,30786,,,
22393,44937,,,
22394,12575,,,
22395,54086,,,
22396,18211,,,
22397,34302,,,
22398,12581,,,
22399,12583,,,
22400,23237,,,
22401,12584,,,
22402,12588,,,
22403,12591,,,
22404,12592,,,
22405,12598,,,
22406,21256,,,
22407,31934,,,
22408,12599,,,
22409,56732,,,
22410,12603,,,
22411,12604,,,
22412,12606,,,
22413,12607,,,
22414,38667,,,
22415,20953,20954.0,,
22416,12609,,,
22417,12611,57737.0,,
22418,22130,,,
22419,12614,,,
22420,19556,,,
22421,27152,,,
22422,16759,,,
22423,51001,,,
22424,35039,,,
22425,12615,,,
22426,22201,,,
22427,12616,,,
22428,12620,,,
22429,12625,,,
22430,15327,,,
22431,12628,,,
22432,34227,,,
22433,12630,,,
22434,28757,,,
22435,18422,,,
22436,12635,,,
22437,34867,,,
22438,16354,,,
22439,33487,,,
22440,19178,,,
22441,12637,,,
22442,42989,,,
22443,12639,,,
22444,18627,,,
22445,12642,,,
22446,12644,,,
22447,16615,,,
22448,39939,,,
22449,12645,,,
22450,12647,,,
22451,19936,,,
22452,12648,,,
22453,44450,,,
22454,12650,,,
22455,12652,,,
22456,12655,,,
22457,14907,,,
22458,16787,,,
22459,12657,,,
22460,23463,,,
22461,23684,,,
22462,15900,,,
22463,12658,,,
22464,12659,,,
22465,12663,,,
22466,12667,,,
22467,12669,,,
22468,17477,,,
22469,12671,,,
22470,28006,,,
22471,12678,,,
22472,13663,,,
22473,17030,,,
22474,20797,,,
22475,12681,,,
22476,33618,,,
22477,12683,,,
22478,12686,,,
22479,24650,,,
22480,12690,,,
22481,17637,52249.0,,
22482,12691,,,
22483,12695,,,
22484,12696,,,
22485,13251,,,
22486,12698,,,
22487,35641,,,
22488,12701,,,
22489,27020,,,
22490,15650,,,
22491,12702,,,
22492,14223,,,
22493,15660,,,
22494,38341,,,
22495,12703,,,
22496,12704,,,
22497,25692,,,
22498,53486,,,
22499,16795,,,
22500,12706,,,
22501,23869,23870.0,,
22502,12708,,,
22503,12711,,,
22504,44151,,,
22505,14601,,,
22506,14173,14174.0,,
22507,12712,,,
22508,12713,,,
22509,12714,,,
22510,12716,,,
22511,12721,,,
22512,58950,,,
22513,38157,,,
22514,12722,,,
22515,34183,,,
22516,13955,,,
22517,23502,,,
22518,12723,,,
22519,19915,,,
22520,15453,,,
22521,35911,,,
22522,12725,,,
22523,12726,,,
22524,12727,,,
22525,29992,,,
22526,57934,,,
22527,46480,,,
22528,24299,,,
22529,31450,,,
22530,12728,,,
22531,12729,,,
22532,21926,,,
22533,39842,,,
22534,14238,,,
22535,55193,,,
22536,12730,,,
22537,12731,,,
22538,24467,,,
22539,13558,,,
22540,12734,,,
22541,12741,,,
22542,40292,,,
22543,30079,,,
22544,12742,,,
22545,19198,,,
22546,12753,,,
22547,12755,,,
22548,12756,,,
22549,53906,,,
22550,12757,,,
22551,19235,,,
22552,29612,,,
22553,12759,,,
22554,16949,,,
22555,12761,,,
22556,40268,,,
22557,12762,,,
22558,46736,56355.0,,
22559,12763,,,
22560,12764,,,
22561,55608,,,
22562,35062,,,
22563,12765,,,
22564,58213,,,
22565,12766,,,
22566,27021,,,
22567,17112,,,
22568,24956,,,
22569,12767,51525.0,,
22570,43928,,,
22571,12768,,,
22572,30558,,,
22573,12769,,,
22574,52846,,,
22575,12770,,,
22576,28232,,,
22577,19777,,,
22578,50274,,,
22579,49424,,,
22580,39702,,,
22581,12771,,,
22582,13577,,,
22583,46007,,,
22584,12779,,,
22585,12780,,,
22586,24537,,,
22587,14232,,,
22588,51522,,,
22589,12781,,,
22590,31030,,,
22591,30409,,,
22592,46853,,,
22593,12783,,,
22594,15439,,,
22595,26455,,,
22596,12784,,,
22597,12787,,,
22598,43595,,,
22599,12789,,,
22600,20041,,,
22601,12790,,,
22602,12791,,,
22603,12792,,,
22604,12793,,,
22605,12796,,,
22606,28877,,,
22607,12797,,,
22608,12798,,,
22609,39300,39473.0,,
22610,12799,,,
22611,12802,,,
22612,45526,,,
22613,44669,,,
22614,15363,,,
22615,31433,,,
22616,54963,,,
22617,35240,,,
22618,21014,,,
22619,12804,,,
22620,40964,,,
22621,13616,,,
22622,12809,,,
22623,23108,,,
22624,12811,,,
22625,19913,,,
22626,12814,,,
22627,42455,,,
22628,37190,,,
22629,12816,,,
22630,32045,,,
22631,12819,,,
22632,25381,,,
22633,48817,,,
22634,12822,,,
22635,12942,,,
22636,12824,,,
22637,12829,,,
22638,12830,,,
22639,23678,,,
22640,58763,,,
22641,12832,,,
22642,33511,,,
22643,12884,,,
22644,12835,,,
22645,12836,,,
22646,31034,,,
22647,28425,,,
22648,28007,,,
22649,38305,38306.0,,
22650,12838,,,
22651,12839,,,
22652,12841,,,
22653,25444,,,
22654,13217,,,
22655,12842,,,
22656,12844,,,
22657,27735,,,
22658,27221,,,
22659,46852,,,
22660,12846,,,
22661,23844,,,
22662,13602,,,
22663,12849,,,
22664,12850,,,
22665,17648,,,
22666,58251,,,
22667,12854,,,
22668,12861,,,
22669,21667,,,
22670,12863,,,
22671,12864,,,
22672,24872,,,
22673,47786,,,
22674,18844,,,
22675,12866,,,
22676,12867,,,
22677,12868,,,
22678,12869,,,
22679,12870,,,
22680,52160,,,
22681,12871,,,
22682,12875,,,
22683,12877,,,
22684,34621,,,
22685,12878,,,
22686,12880,,,
22687,19680,,,
22688,12886,,,
22689,21885,,,
22690,12887,,,
22691,54773,,,
22692,12889,,,
22693,15602,,,
22694,12892,,,
22695,33732,,,
22696,16539,,,
22697,48926,,,
22698,14222,,,
22699,44541,,,
22700,12893,,,
22701,12894,,,
22702,22799,,,
22703,25839,,,
22704,45492,,,
22705,12895,,,
22706,25253,,,
22707,52735,,,
22708,12897,,,
22709,12898,,,
22710,12899,,,
22711,35686,,,
22712,15511,,,
22713,12902,,,
22714,16896,,,
22715,31099,,,
22716,49876,,,
22717,12903,,,
22718,12905,,,
22719,12909,,,
22720,19377,,,
22721,12910,,,
22722,12912,,,
22723,16945,,,
22724,31937,,,
22725,12913,57738.0,,
22726,12914,,,
22727,49667,,,
22728,15471,,,
22729,20401,,,
22730,56045,,,
22731,52861,,,
22732,12928,,,
22733,19418,,,
22734,33078,,,
22735,12933,,,
22736,12937,,,
22737,12939,,,
22738,26972,,,
22739,14442,,,
22740,12941,,,
22741,12944,,,
22742,15075,,,
22743,12946,,,
22744,12949,,,
22745,46798,,,
22746,12956,,,
22747,31796,,,
22748,57092,,,
22749,12957,,,
22750,12958,,,
22751,12959,,,
22752,32245,,,
22753,41340,,,
22754,12961,,,
22755,12965,,,
22756,17316,,,
22757,12966,,,
22758,54496,,,
22759,12969,,,
22760,12970,,,
22761,12971,,,
22762,12972,,,
22763,12974,,,
22764,13612,,,
22765,18383,,,
22766,32986,,,
22767,12975,,,
22768,25339,,,
22769,12976,,,
22770,45409,,,
22771,20480,,,
22772,44895,,,
22773,35556,,,
22774,12977,,,
22775,18889,,,
22776,51312,,,
22777,12982,,,
22778,12983,,,
22779,29772,,,
22780,12987,,,
22781,26946,,,
22782,48910,,,
22783,12989,,,
22784,22723,,,
22785,12991,,,
22786,28248,,,
22787,56673,,,
22788,12993,,,
22789,12994,,,
22790,46965,47081.0,,
22791,12995,,,
22792,21958,,,
22793,55492,,,
22794,50874,,,
22795,15515,,,
22796,12998,,,
22797,13000,,,
22798,13001,,,
22799,13007,,,
22800,16166,,,
22801,19046,,,
22802,28257,,,
22803,13013,,,
22804,17703,,,
22805,45570,,,
22806,13014,,,
22807,13015,,,
22808,49486,,,
22809,13018,,,
22810,13020,,,
22811,13731,,,
22812,13023,,,
22813,13024,,,
22814,22994,,,
22815,13025,,,
22816,13026,,,
22817,13029,,,
22818,13030,,,
22819,40274,,,
22820,23558,,,
22821,13032,,,
22822,41932,,,
22823,13033,,,
22824,13035,,,
22825,26852,,,
22826,26104,,,
22827,36227,36413.0,,
22828,13036,,,
22829,13037,,,
22830,49845,,,
22831,25572,,,
22832,37673,,,
22833,13040,,,
22834,26474,,,
22835,13041,,,
22836,48984,,,
22837,13043,,,
22838,25400,,,
22839,13044,,,
22840,26749,,,
22841,13046,,,
22842,13051,,,
22843,13053,,,
22844,13055,,,
22845,52424,,,
22846,44408,,,
22847,31171,,,
22848,13057,51556.0,,
22849,27026,,,
22850,13059,,,
22851,13061,,,
22852,23452,,,
22853,19570,,,
22854,16595,,,
22855,54559,,,
22856,13067,,,
22857,15253,,,
22858,52983,,,
22859,47144,,,
22860,13070,,,
22861,41622,,,
22862,20684,,,
22863,35723,,,
22864,13071,,,
22865,51061,,,
22866,26475,,,
22867,30778,,,
22868,13075,,,
22869,13078,,,
22870,29170,29171.0,,
22871,44778,,,
22872,15114,,,
22873,13081,,,
22874,32837,,,
22875,13082,,,
22876,19836,,,
22877,13086,,,
22878,13087,,,
22879,38662,,,
22880,13089,,,
22881,54115,,,
22882,32810,,,
22883,35439,,,
22884,13093,,,
22885,27895,,,
22886,39289,,,
22887,13097,,,
22888,33791,,,
22889,27497,,,
22890,13499,,,
22891,17265,,,
22892,55192,,,
22893,13099,,,
22894,48683,,,
22895,13101,13231.0,,
22896,13102,,,
22897,19966,,,
22898,13110,,,
22899,24519,,,
22900,13111,,,
22901,13114,,,
22902,25720,,,
22903,16227,,,
22904,16140,,,
22905,13116,,,
22906,13118,,,
22907,30740,,,
22908,13120,,,
22909,13121,,,
22910,13122,,,
22911,56523,,,
22912,54126,,,
22913,13125,,,
22914,23744,,,
22915,23835,,,
22916,13126,,,
22917,13127,,,
22918,13128,,,
22919,13129,,,
22920,13675,,,
22921,13131,,,
22922,25768,,,
22923,44931,,,
22924,36164,,,
22925,13132,,,
22926,13133,,,
22927,15678,,,
22928,13135,,,
22929,20998,,,
22930,13138,,,
22931,37860,,,
22932,20071,,,
22933,13140,,,
22934,13143,,,
22935,23314,,,
22936,29141,,,
22937,13146,,,
22938,22035,,,
22939,13349,,,
22940,13147,,,
22941,36740,,,
22942,13148,,,
22943,13149,,,
22944,13152,,,
22945,30231,,,
22946,13153,,,
22947,35208,,,
22948,13155,,,
22949,47483,,,
22950,13156,,,
22951,32673,,,
22952,27594,,,
22953,13158,,,
22954,13159,,,
22955,13160,,,
22956,13161,,,
22957,28102,,,
22958,39924,,,
22959,31040,,,
22960,13165,,,
22961,13170,,,
22962,13174,,,
22963,13175,,,
